SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.761222392,45,0,0.343854283,7191.0,5,0,1,0,2.0
0,0.296721292,55,0,0.119565217,7083.0,5,0,0,0,0.0
0,0.365908682,61,0,0.461703267,3733.0,14,0,0,0,0.0
0,0.9999999,62,0,1176.0,,3,0,1,0,
0,0.008823241,61,0,0.555123217,3083.0,8,0,2,0,0.0
0,0.0051928,62,0,0.000683644,5850.0,5,0,0,0,2.0
0,0.005209865,51,0,0.198493604,15400.0,12,0,2,0,1.0
0,0.017770135,42,0,0.401098901,4185.0,10,0,1,0,0.0
0,0.064246788,52,0,3612.0,,10,0,2,0,0.0
0,0.018907205,31,0,0.233794368,6000.0,12,0,1,0,1.0
0,1.032793441,32,0,0.361325336,3500.0,6,0,2,0,0.0
0,0.002608558,82,0,0.434714211,9534.0,19,0,2,0,1.0
0,0.564668451,55,0,1944.0,,5,0,1,0,3.0
0,0.348465283,57,0,0.544805427,2800.0,7,0,0,0,0.0
0,0.072617218,48,0,0.542378096,6500.0,10,0,2,0,3.0
0,0.910789327,44,1,0.456254375,10000.0,9,1,3,0,2.0
0,0.574071946,35,0,0.379942433,6600.0,4,0,1,0,1.0
0,0.06492143,70,0,0.252439542,4713.0,11,0,2,0,0.0
0,0.013699658,64,0,0.00159984,10000.0,3,0,0,0,1.0
0,0.988870411,45,0,0.482409064,8384.0,12,0,2,0,1.0
0,0.146932871,57,0,0.247375505,3714.0,12,0,1,0,1.0
0,0.001688686,62,0,0.431268749,5666.0,6,0,1,0,1.0
0,0.420924495,42,0,0.797626483,1600.0,8,0,0,0,0.0
0,0.020453616,48,0,0.471968709,2300.0,13,0,2,0,2.0
0,0.050141099,64,0,0.013994402,2500.0,3,0,0,0,0.0
0,0.694292485,59,1,2016.0,,9,0,1,0,0.0
0,0.008186064,71,0,0.002217997,9467.0,8,0,0,0,0.0
0,0.081747385,55,2,53.0,,4,0,0,0,0.0
0,0.015167446,58,0,0.232112517,10593.0,11,0,2,0,5.0
0,0.0,62,0,0.38568038,7583.0,19,0,2,0,0.0
0,0.012284616,58,0,0.111664075,6429.0,6,0,2,0,0.0
0,0.518280854,72,0,0.067696502,2200.0,4,0,0,0,0.0
0,0.010133108,71,1,0.18439441,2575.0,12,0,0,0,0.0
0,0.094530182,53,1,0.011086475,7666.0,6,0,0,0,1.0
0,0.275075235,40,0,0.089392849,8333.0,9,0,0,0,1.0
0,0.038124255,66,0,0.336951864,7000.0,9,0,2,0,0.0
0,0.00839832,51,0,1.0,,2,0,0,0,0.0
0,0.03880141,53,2,2245.0,,13,0,2,0,0.0
0,0.9999999,69,1,0.0,2258.0,2,0,0,0,1.0
0,0.011335228,29,0,3161.0,,10,0,3,0,0.0
0,0.006824281,79,0,0.00212057,3300.0,8,0,0,0,0.0
0,0.170093759,44,0,126.0,,5,0,0,0,
0,0.001124142,62,0,3.0,,8,0,0,0,0.0
0,0.0,34,0,0.0,1000.0,5,0,0,0,1.0
0,0.205610592,65,0,0.56511537,2556.0,14,0,0,0,0.0
0,0.507128572,56,0,0.36242505,1500.0,13,0,0,0,0.0
0,0.020142647,64,0,89.0,,4,0,0,0,0.0
0,3617.0,33,0,0.081402086,6903.0,7,0,0,0,0.0
0,0.464100715,30,0,0.353710111,2600.0,5,0,0,0,0.0
0,0.940108893,33,0,0.064393561,10000.0,3,1,0,0,1.0
0,0.0,75,0,422.0,,6,0,0,0,0.0
0,0.466715481,74,2,0.711536058,8000.0,20,0,1,0,0.0
0,0.007465671,74,0,0.239940755,4050.0,5,0,1,0,0.0
0,0.103316277,58,1,0.02498091,9166.0,2,0,0,0,4.0
0,0.211330398,62,0,0.039558418,25000.0,6,0,0,0,1.0
0,0.009695441,69,0,0.002285497,10500.0,4,0,0,0,0.0
0,0.500669274,35,0,0.148280691,6426.0,3,0,0,0,1.0
0,0.008853097,54,0,0.305029995,6500.0,6,0,1,0,2.0
0,0.002509375,75,0,0.003623188,2483.0,9,0,0,0,0.0
0,0.001929768,76,0,0.000285796,3498.0,3,0,0,0,0.0
0,0.073393457,38,1,0.384761524,10000.0,9,0,2,0,0.0
0,0.039390948,62,0,0.492728828,4675.0,13,0,1,0,0.0
0,0.012707804,39,2,0.412529157,3000.0,11,0,0,0,2.0
0,0.917672601,34,0,2566.0,,9,0,1,0,0.0
0,0.950936604,47,0,0.468473163,7675.0,6,0,2,0,0.0
0,0.943962858,66,0,0.553178729,5001.0,9,1,1,1,0.0
0,0.778902637,43,0,0.145776405,8416.0,3,0,1,0,1.0
0,0.009805819,32,0,0.002855103,1400.0,3,0,0,0,0.0
0,0.01608737,61,0,33.0,0.0,6,0,0,0,0.0
0,0.183000691,30,1,0.221145108,3300.0,6,0,0,0,0.0
0,0.0,37,0,0.0,5400.0,1,0,0,0,2.0
0,0.021226633,45,0,0.107978404,5000.0,19,0,0,0,0.0
0,0.353411647,27,0,0.110444601,2833.0,3,0,0,0,0.0
0,0.135955002,58,0,0.302381392,5416.0,7,0,2,0,0.0
0,0.023591941,75,0,0.012992126,2539.0,3,0,0,0,0.0
0,0.30093654,57,1,0.385909379,11056.0,15,0,1,0,3.0
0,0.786220687,40,0,0.467535602,8285.0,7,0,2,0,2.0
0,0.073113346,72,0,0.192543922,7000.0,4,0,1,0,0.0
0,0.224825652,56,0,1609.0,,7,0,2,0,0.0
0,0.195717732,29,0,0.743221035,2433.0,7,0,1,0,0.0
0,0.876362473,53,0,3564.0,,7,0,1,0,0.0
0,0.562306991,47,2,0.231284236,11500.0,12,0,2,0,2.0
0,0.9999999,69,0,0.0,1800.0,0,0,0,0,0.0
0,0.074452261,59,0,0.163546916,16667.0,10,0,3,0,1.0
0,0.223802855,39,0,0.278318728,6161.0,9,0,1,0,1.0
0,0.077997803,63,0,0.117361785,10309.0,10,0,1,0,0.0
0,0.318037332,64,0,2.236508994,1500.0,19,0,1,0,0.0
0,0.382741486,33,0,0.282858201,2700.0,6,0,0,0,1.0
0,0.155538028,46,0,3695.0,,15,0,3,0,3.0
0,0.030620709,58,0,1.991519896,1532.0,12,0,2,0,0.0
0,0.07557788,50,0,0.49309362,4560.0,9,0,4,0,1.0
0,0.766009742,69,1,0.387269482,1680.0,8,0,0,0,0.0
0,0.280510888,54,0,0.260894925,12000.0,21,0,2,0,2.0
0,1.071646418,47,0,0.048222589,13333.0,6,0,0,0,2.0
0,0.9999999,39,0,0.318312113,15000.0,6,0,2,0,3.0
0,0.232060074,53,0,0.154980155,10581.0,6,0,1,0,2.0
0,0.015178894,51,0,0.12452716,6608.0,3,0,0,0,1.0
0,0.0,53,0,0.188540573,20000.0,16,0,2,0,4.0
0,0.0,39,0,0.440095994,5416.0,6,0,2,0,2.0
0,0.571821623,43,0,40.52475248,100.0,11,1,1,0,2.0
0,0.014728074,49,0,0.060567751,8700.0,7,0,1,0,3.0
0,0.259779001,34,0,1970.0,,8,0,1,0,0.0
0,0.099721624,38,0,0.417951476,8366.0,9,0,1,0,3.0
0,0.205720168,48,1,0.269781045,12650.0,11,0,4,0,0.0
0,0.102657816,75,0,0.40029985,2000.0,10,0,1,0,0.0
0,0.004142265,84,1,0.649175412,2000.0,9,0,1,0,0.0
0,0.012761601,45,0,0.058706336,7528.0,9,0,0,0,2.0
0,0.04585237,72,0,0.103233974,8688.0,9,0,0,0,0.0
0,0.204992116,62,0,165.0,,4,0,0,0,0.0
0,0.841451221,52,0,0.387573322,4602.0,7,0,3,0,1.0
0,0.031132464,56,0,0.173019357,5010.0,9,0,2,0,0.0
0,0.214231094,62,0,734.0,,8,0,1,0,0.0
0,0.050873728,62,0,0.157355021,5655.0,3,0,1,0,1.0
0,0.006999417,24,0,2.0,0.0,4,0,0,0,0.0
0,0.9999999,46,1,0.456635841,4000.0,5,0,1,0,0.0
0,0.0,64,0,0.0,4166.0,1,0,0,0,0.0
0,0.285490531,47,0,0.355113153,5876.0,8,0,1,0,0.0
0,0.773150364,54,8,0.293505927,13750.0,14,1,1,4,4.0
0,0.162399844,65,0,0.209240338,2250.0,5,0,0,0,0.0
0,0.046279074,76,0,0.49628433,3094.0,7,0,1,0,0.0
0,0.9999999,58,0,0.172009652,2900.0,3,1,0,0,0.0
0,0.54160541,26,0,0.163156016,2800.0,3,0,0,0,0.0
0,0.003221325,66,0,1370.0,,9,0,2,0,2.0
0,0.52645984,63,0,0.337765081,9100.0,14,0,1,0,0.0
0,0.057689673,36,0,0.141308276,8300.0,7,0,1,0,3.0
0,0.059369113,38,0,2107.0,,4,0,1,0,0.0
0,0.058368205,43,0,0.470185058,5835.0,4,0,2,0,1.0
0,0.017428686,78,0,1462.0,,8,0,1,0,0.0
0,0.145211193,43,0,5672.0,,15,0,4,0,0.0
0,0.055929605,66,0,16.0,1.0,9,0,0,0,0.0
0,0.010209275,49,0,0.2197733,3175.0,12,0,0,0,0.0
0,0.474602322,49,0,0.357127169,9105.0,15,0,2,0,1.0
0,0.310994271,49,0,0.371957753,6532.0,12,0,2,0,3.0
0,0.668625559,46,0,0.264083881,5626.0,6,0,1,0,1.0
0,0.26101017,61,0,0.352448169,4533.0,8,0,1,0,1.0
0,0.628189745,43,0,0.135154437,5600.0,4,0,0,0,1.0
0,0.182398937,55,0,0.242446519,13602.0,12,0,2,0,0.0
0,0.018863208,63,1,0.025096919,4900.0,10,0,1,0,0.0
0,0.226154769,25,0,0.013194722,2500.0,2,0,0,0,0.0
0,0.014143949,87,0,0.004989695,9218.0,9,0,0,1,0.0
0,0.0,63,2,0.516625251,8450.0,14,0,2,0,0.0
0,0.9999999,25,0,28.0,,1,0,0,0,0.0
0,0.031004631,57,0,0.463049979,2340.0,5,0,1,0,0.0
0,0.024229867,48,0,0.213524728,17833.0,10,0,2,0,3.0
0,0.092715853,72,0,361.0,,6,0,0,0,0.0
0,0.830856929,69,0,0.160667147,8333.0,6,0,1,0,0.0
0,0.040533711,49,0,0.167566487,5000.0,9,0,1,0,0.0
0,0.132736764,41,0,552.0,,4,0,0,0,
0,0.057999252,80,0,134.0,,6,0,0,0,
0,0.078510744,61,0,0.07768094,5277.0,11,0,1,0,0.0
0,0.010199592,51,0,1286.0,,2,0,1,0,
0,0.462734713,71,0,0.239938003,20000.0,9,0,3,0,0.0
0,0.238101586,49,0,0.009998077,5200.0,5,0,0,0,2.0
0,0.01137914,45,0,0.187660041,8200.0,11,0,1,0,0.0
0,0.056725571,62,0,0.311103382,11500.0,12,0,3,0,2.0
0,0.328772622,55,0,0.420068227,8500.0,15,0,1,0,3.0
0,0.9999999,42,0,914.0,0.0,3,0,1,0,1.0
0,0.9999999,62,0,225.0,,2,0,1,0,0.0
0,0.108286238,41,0,4142.0,0.0,17,0,2,0,3.0
0,0.902279696,25,0,0.149233844,1500.0,4,0,0,0,1.0
0,0.008008049,35,0,0.504945659,8188.0,13,0,6,0,4.0
0,0.043409105,52,0,0.23323334,9333.0,17,0,2,0,0.0
0,0.113750214,66,0,0.134396838,14166.0,4,0,1,0,0.0
0,0.020775219,46,0,793.0,,16,0,1,0,0.0
0,0.693620259,40,1,0.27398702,5700.0,4,1,1,0,1.0
0,0.003826123,81,1,0.178688759,7000.0,18,0,2,0,0.0
0,0.093717341,56,0,0.245927248,4480.0,12,0,1,0,0.0
0,0.06741894,47,0,1.246753247,1616.0,10,0,1,0,1.0
0,0.023768202,53,0,0.651379816,7500.0,21,0,2,0,0.0
0,0.257418555,64,0,0.303174206,4000.0,11,0,1,0,0.0
0,0.113085143,87,0,0.051716769,7018.0,6,0,0,0,0.0
0,0.567678717,56,0,0.584220789,6666.0,15,0,2,0,0.0
0,0.053302433,32,1,0.192228193,2418.0,9,1,0,0,2.0
0,0.0,61,0,0.639765748,7000.0,14,0,3,0,0.0
0,0.015471615,42,0,0.179468397,9555.0,4,0,1,0,0.0
0,0.435599299,64,0,0.234642255,4150.0,13,0,0,0,0.0
0,0.957042957,28,0,0.123023525,2592.0,3,0,0,0,0.0
0,0.399309314,63,1,0.260680908,5991.0,11,0,2,1,0.0
0,0.127724818,39,0,0.595674377,3328.0,9,0,1,0,3.0
0,0.9999999,21,0,0.0,500.0,1,0,0,0,0.0
0,0.057137519,67,0,5043.0,,10,0,3,0,0.0
0,0.100699985,54,0,3093.0,,9,0,3,0,0.0
0,0.065266332,65,0,0.035268952,19166.0,15,0,0,0,0.0
0,0.057044903,37,0,0.714925888,2900.0,6,0,1,0,2.0
0,0.024315278,56,0,0.00679864,5000.0,5,0,0,0,0.0
0,0.219404224,53,0,0.373047282,4800.0,15,0,1,0,0.0
0,0.142898193,59,1,0.071790628,9666.0,10,0,0,0,0.0
0,0.036965372,67,0,2329.0,,22,0,2,0,0.0
0,0.011930161,69,0,0.092507141,4550.0,7,0,0,0,0.0
0,0.373019737,63,0,0.216827124,7166.0,6,0,1,0,0.0
0,0.731734771,43,0,0.231942014,4000.0,4,0,0,0,0.0
0,0.240694192,35,0,0.119600143,2800.0,7,0,0,0,0.0
0,0.045505219,53,0,1.245501799,2500.0,7,0,1,0,0.0
0,0.014741712,64,1,0.340731854,3333.0,9,0,1,0,0.0
0,0.199028606,46,6,0.47453808,8875.0,9,0,2,0,4.0
0,0.851821636,50,0,0.69065713,6710.0,16,0,5,0,0.0
0,0.499014917,35,0,0.11124386,7532.0,8,0,0,0,0.0
0,0.9999999,37,0,379.0,0.0,1,0,0,0,0.0
0,0.028337703,59,0,0.055977609,2500.0,14,0,0,0,0.0
0,0.129790874,70,0,356.0,,12,0,0,0,1.0
0,0.317068293,74,0,0.011399088,8333.0,3,0,0,0,0.0
0,0.814120453,45,0,0.753378378,3255.0,12,0,0,0,2.0
0,0.25684592,72,0,0.136929461,8916.0,10,0,0,1,0.0
0,0.922718188,23,0,0.081836327,500.0,2,0,0,0,0.0
0,0.0,26,0,0.043812452,1300.0,2,0,0,0,0.0
0,0.9999999,59,0,0.0,1838.0,0,1,0,0,0.0
0,0.253218431,66,0,0.615903614,6224.0,15,0,2,0,1.0
0,0.0,50,0,0.0,,1,0,0,0,
0,0.127672666,30,0,0.467512579,4570.0,5,0,1,0,1.0
0,0.136577643,64,0,0.253762873,11360.0,8,0,2,0,0.0
0,0.027751657,72,0,0.010964205,3100.0,8,0,0,0,1.0
0,0.00515306,54,0,0.17539113,8500.0,5,0,1,0,0.0
0,0.409379062,60,0,0.154406513,7000.0,12,0,0,0,0.0
0,0.0340812,29,0,0.012090212,4300.0,5,0,0,0,0.0
0,0.430116569,56,3,4761.0,,6,0,2,0,0.0
0,0.038615904,58,0,0.263867403,4524.0,9,0,1,0,0.0
0,0.045120117,30,0,0.043037623,7202.0,3,0,1,0,0.0
0,0.031100771,76,0,0.062787443,5000.0,3,0,1,0,0.0
0,0.637340241,37,0,0.247811036,4910.0,11,0,0,0,0.0
0,0.105121485,64,0,0.836802664,1200.0,6,0,1,0,0.0
0,0.084472485,41,0,0.45091623,4583.0,7,0,2,0,0.0
0,0.031087158,58,0,639.5,1.0,11,0,1,0,1.0
0,0.675324675,28,1,0.107040092,5212.0,3,0,0,0,3.0
0,0.542686894,77,0,0.43822471,2500.0,4,0,0,0,0.0
0,0.0,49,0,1608.0,,4,0,1,0,0.0
0,0.343623971,50,0,4733.0,,10,0,2,0,0.0
0,0.0,46,0,0.233076848,10266.0,9,0,2,0,1.0
0,0.783346094,59,0,0.256098524,12666.0,7,0,2,0,3.0
0,0.9999999,34,0,50.0,,1,0,0,0,0.0
0,0.063771764,27,0,0.066003772,5832.0,5,0,0,0,0.0
0,0.021046019,37,0,0.250271641,2760.0,8,0,0,0,3.0
0,0.033432219,60,0,0.258078796,6776.0,3,0,2,0,0.0
0,0.394254696,57,0,0.719589115,5548.0,11,0,1,0,1.0
0,0.201519392,43,0,0.008121278,3693.0,2,0,0,0,1.0
0,0.062744671,54,0,0.760597657,17668.0,13,0,3,0,3.0
0,0.232568601,86,0,3078.0,,18,0,2,0,1.0
0,0.372144547,64,0,0.566980863,3500.0,14,0,1,0,0.0
0,0.145665068,60,0,0.36231378,8591.0,7,0,3,0,0.0
0,0.909348003,61,8,1.364581667,6250.0,22,0,2,0,0.0
0,0.0,88,0,5.0,,4,0,0,0,0.0
0,0.099726185,46,0,0.077051229,2400.0,4,0,0,0,1.0
0,0.520958084,25,0,0.205517793,2500.0,3,0,0,0,0.0
0,0.061062386,44,0,0.318266542,8583.0,7,0,2,0,3.0
0,0.040296208,61,0,2901.0,0.0,7,0,3,0,0.0
0,0.9999999,69,0,0.0,,1,1,0,0,0.0
0,0.013170934,50,0,21.0,,11,0,0,0,1.0
0,0.003896204,47,0,0.491392967,9468.0,11,0,4,0,0.0
0,0.262451679,47,0,0.427285817,8333.0,12,0,2,0,2.0
0,0.00626949,58,0,0.001038422,26000.0,9,0,0,0,0.0
0,0.021118874,47,0,0.073457395,11230.0,5,0,0,0,3.0
0,0.194872479,46,0,0.308016495,22066.0,21,0,4,0,5.0
0,0.964641414,50,0,0.355344679,12750.0,12,0,2,0,1.0
0,0.011381651,47,1,0.447820872,2500.0,8,0,1,0,1.0
0,0.016638574,56,0,0.381885905,10201.0,26,0,2,0,0.0
0,0.098417815,45,1,0.375461076,5150.0,20,0,1,0,2.0
0,0.514386423,48,0,1.720998532,4085.0,17,0,4,0,0.0
0,0.9999999,56,0,0.192001632,4900.0,2,0,0,0,1.0
0,0.190259226,67,0,1008.0,,8,0,1,0,
0,0.476197279,41,0,0.567520053,9100.0,10,0,3,0,3.0
0,0.031671192,63,0,97.0,,15,0,0,0,0.0
0,0.088696944,52,0,0.096390361,10000.0,5,0,0,0,3.0
0,0.013387549,51,0,0.363818091,2000.0,9,0,1,0,0.0
0,0.9999999,59,0,0.186527737,6813.0,3,0,2,0,0.0
0,0.326556161,53,0,2406.0,,15,0,1,0,0.0
0,1.018687527,42,2,0.024183127,5416.0,4,0,0,0,0.0
0,0.111939574,49,0,0.189459414,5900.0,9,0,0,0,1.0
0,0.065307029,77,0,580.0,,9,0,1,0,0.0
0,0.115630057,50,0,1.304616849,2100.0,12,0,2,0,2.0
0,0.453380178,33,0,0.671923209,2916.0,8,0,1,0,1.0
0,0.026139477,61,0,38.0,,4,0,0,0,0.0
0,0.146119438,56,0,0.839394499,5416.0,12,0,2,0,0.0
0,0.01249982,67,0,0.151457055,5215.0,7,0,1,0,0.0
0,0.273529828,72,1,0.627936166,5576.0,16,0,3,0,0.0
0,0.016003183,47,0,0.038071066,4333.0,7,0,1,0,0.0
0,0.340787608,40,0,0.146723371,5172.0,5,0,0,0,1.0
0,1.088473873,37,1,0.115959354,3345.0,7,0,0,1,0.0
0,0.097737692,62,0,0.400266622,6000.0,31,0,1,0,5.0
0,0.0,57,0,1.548439887,9165.0,17,0,4,0,0.0
0,0.399227466,61,0,3382.0,,11,0,2,0,0.0
0,0.03902288,47,0,882.0,,6,0,1,0,8.0
0,0.694364058,34,1,0.731553689,3333.0,7,0,1,0,0.0
0,0.363934144,53,0,0.166766647,3333.0,6,0,0,0,1.0
0,0.0,34,0,0.434477168,3700.0,5,0,1,0,1.0
0,0.013386665,51,0,0.509038554,6250.0,16,0,2,0,0.0
0,0.378331426,81,0,2730.0,,11,0,1,0,0.0
0,0.08499336,50,0,851.0,,4,0,1,0,2.0
0,0.053139146,68,0,0.171982802,10000.0,17,0,1,0,0.0
0,0.046196019,66,0,0.203544248,18000.0,8,0,1,0,0.0
0,0.9999999,48,0,0.209081309,2840.0,3,0,0,0,1.0
0,0.0,31,0,0.387425495,5200.0,11,0,1,0,0.0
0,0.410785233,40,0,0.237745517,5854.0,12,0,0,0,2.0
0,0.233196669,47,0,0.571706799,5647.0,17,0,2,1,3.0
0,0.014491218,60,0,0.010639645,7894.0,8,0,0,0,0.0
0,0.309610477,48,0,3561.0,,4,0,1,0,1.0
0,0.226745478,45,0,0.180361545,4867.0,5,0,0,1,5.0
0,0.224551018,49,0,0.248824038,10416.0,7,0,1,0,2.0
0,0.56508134,39,0,0.271790066,3200.0,10,0,0,0,1.0
0,0.297190497,51,1,0.698619329,2534.0,10,0,1,0,2.0
0,0.042706666,60,0,0.357810195,6100.0,10,0,1,0,0.0
0,0.0,72,0,0.080833596,9500.0,13,0,1,0,0.0
0,0.40001227,64,1,4172.0,,14,0,2,0,0.0
0,0.005784761,58,1,1341.0,0.0,13,0,1,0,0.0
0,0.0,47,0,0.406612452,7500.0,16,0,2,0,0.0
0,0.096642458,88,0,0.240386551,4966.0,7,0,1,0,1.0
0,0.389972274,59,0,0.397325334,8000.0,9,0,1,0,1.0
0,0.208025142,65,0,0.36958656,9166.0,7,0,2,0,0.0
0,0.759323607,50,0,0.816436713,5000.0,11,0,1,0,3.0
0,0.9999999,38,0,0.307651293,3750.0,4,0,2,0,0.0
0,0.0,88,0,0.0,,3,0,0,0,
0,0.080997868,57,0,0.190436242,3575.0,5,0,1,0,0.0
0,0.016445866,57,0,9.0,,4,0,0,0,
0,0.217694623,49,0,0.332522501,8221.0,13,0,2,0,3.0
0,0.9999999,47,2,0.239479079,8292.0,8,0,1,0,3.0
0,0.654785013,60,0,4660.0,,7,1,1,0,0.0
0,0.106940542,60,0,1326.0,,19,0,1,0,0.0
0,0.001369825,50,0,1519.0,,3,0,1,0,1.0
0,0.6622245,59,0,0.025316456,1500.0,2,0,0,0,0.0
0,0.017095075,65,0,1980.0,,8,0,1,0,2.0
0,0.504161642,51,0,4725.0,,9,0,2,0,5.0
0,0.9999999,70,0,0.001279898,12500.0,0,0,0,0,0.0
0,0.067915858,51,0,0.332888934,9750.0,16,0,2,0,3.0
0,0.767994993,33,0,0.76821889,3800.0,9,0,1,0,2.0
0,0.250964621,50,0,0.177220569,4705.0,7,0,0,0,1.0
0,0.162514673,39,1,0.382714306,7080.0,6,0,2,0,2.0
0,0.9999999,45,0,0.034245719,8000.0,2,0,0,0,1.0
0,0.032183202,40,1,0.086390127,8750.0,7,0,0,0,2.0
0,0.173407814,70,0,150.0,,7,0,0,0,0.0
0,0.570670381,50,2,0.26063904,7166.0,14,0,0,0,2.0
0,0.9999999,50,0,0.319057816,1400.0,3,0,0,0,1.0
0,0.066866661,68,0,0.14464738,7500.0,3,0,1,0,0.0
0,0.877564897,58,0,2825.0,,10,0,2,0,0.0
0,0.499761369,41,0,0.134287033,6500.0,4,0,0,0,0.0
0,0.260567717,47,0,0.106366658,11732.0,12,0,2,1,2.0
0,0.147230231,38,0,0.746577048,8033.0,10,0,4,0,0.0
0,0.947157955,32,0,0.123076923,3444.0,4,0,0,0,4.0
0,0.351069686,43,0,0.090306284,3166.0,4,1,0,0,1.0
0,0.12971548,52,0,0.410469848,5405.0,6,0,2,0,1.0
0,0.032710756,58,0,0.210235495,7600.0,4,0,1,0,1.0
0,0.677376663,43,0,0.260660082,8301.0,7,0,1,0,2.0
0,0.373041797,39,1,1572.0,,6,0,1,0,1.0
0,0.134996625,33,0,2585.0,,10,0,2,0,0.0
0,0.0,32,0,0.80140993,6666.0,12,0,2,0,0.0
0,0.003720065,36,0,0.302054414,1800.0,6,0,0,0,0.0
0,0.352988234,62,0,0.205806452,7749.0,6,0,1,0,0.0
0,0.998363711,64,0,0.375354554,9518.0,6,0,4,0,1.0
0,0.042524125,45,0,0.109025456,23333.0,8,0,1,0,3.0
0,0.671820165,71,0,1988.0,,7,0,0,0,1.0
0,0.058336548,57,0,0.152597403,7083.0,10,0,1,0,2.0
0,0.784199893,62,0,3354.0,,12,0,2,1,0.0
0,0.057657057,84,0,0.002499375,4000.0,4,0,0,0,0.0
0,0.858175675,54,0,0.413055158,11167.0,9,0,1,0,1.0
0,0.803312899,44,1,0.587281571,5550.0,7,0,1,1,0.0
0,0.971495427,37,0,0.059382423,2525.0,5,0,0,1,0.0
0,0.111541026,60,0,0.187466667,3749.0,12,0,0,0,0.0
0,0.9999999,47,0,0.0,,1,0,0,0,0.0
0,0.030526899,64,0,0.296198055,7916.0,12,0,2,0,0.0
0,0.0,83,0,936.0,,4,0,1,0,
0,0.076800131,43,0,0.31648786,14167.0,11,0,2,0,2.0
0,0.179377838,57,0,0.594938888,5808.0,8,0,2,0,2.0
0,0.80183932,43,0,0.863808043,4500.0,21,0,2,0,0.0
0,0.00090474,64,1,598.0,,8,0,3,0,0.0
0,0.054123872,63,0,1567.0,,7,0,1,0,1.0
0,0.318386572,50,0,0.428809499,9600.0,14,0,2,0,2.0
0,0.100379924,72,0,0.109957309,8666.0,8,0,2,0,0.0
0,0.015776729,86,0,0.01631595,6557.0,14,0,1,0,0.0
0,0.083904907,42,0,0.294285286,6666.0,19,0,2,0,1.0
0,0.008166119,67,0,0.386459463,8300.0,12,0,4,0,1.0
0,0.371401036,29,0,0.459297344,3500.0,8,0,1,0,2.0
0,0.642969408,55,2,0.519810896,4441.0,11,0,2,0,1.0
0,0.059227348,60,0,0.516026658,3150.0,15,0,1,0,0.0
0,0.004713612,59,1,0.077549789,3313.0,6,0,0,0,0.0
0,0.393485947,47,1,554.0,,15,0,0,0,0.0
0,0.545313855,51,0,0.463817023,8000.0,22,0,2,0,1.0
0,0.9999999,36,0,4397.0,,3,0,2,0,0.0
0,0.012981241,64,0,0.279533737,4460.0,8,0,1,0,0.0
0,0.029053269,57,0,1.129928008,2916.0,12,0,4,0,0.0
0,0.079705012,53,0,692.0,,3,0,0,0,1.0
0,0.384786312,26,0,0.053525641,6239.0,4,0,0,0,0.0
0,0.222766418,34,0,0.246375362,10000.0,7,0,1,0,2.0
0,0.0002303,57,0,49.0,,7,0,0,0,
0,0.025201474,48,0,0.306418665,9300.0,12,0,2,0,0.0
0,0.059427398,75,0,1286.0,,7,0,1,0,0.0
0,0.043320953,53,0,0.01397321,10376.0,9,0,0,0,0.0
0,0.107535816,55,0,0.702977487,6884.0,24,0,4,0,2.0
0,0.438202247,29,0,0.116838488,3200.0,5,3,0,0,3.0
0,0.9999999,31,0,0.0,3200.0,0,0,0,0,2.0
0,0.204151201,53,0,0.43656367,4271.0,7,0,1,1,0.0
0,0.74765566,38,1,0.499011743,8600.0,9,0,2,0,1.0
0,0.08017086,64,0,0.194738136,8133.0,12,0,1,0,3.0
0,0.12319384,70,0,1395.0,,7,0,1,0,0.0
0,0.084647226,70,0,0.224233283,5966.0,4,0,1,0,0.0
0,0.288064721,29,0,0.277658815,1400.0,6,0,0,0,0.0
0,0.051630708,67,0,0.063704054,8460.0,11,0,0,0,0.0
0,0.0,50,0,0.0,,1,0,0,0,0.0
0,0.545687622,29,0,0.478402229,4305.0,6,0,1,0,1.0
0,0.007526679,58,0,0.124092201,9500.0,11,0,1,0,0.0
0,0.018879245,81,0,0.006665778,7500.0,5,0,0,0,0.0
0,0.882238035,41,1,0.299967127,6083.0,6,0,1,1,0.0
0,0.186654084,62,0,0.312131771,15784.0,13,0,3,0,2.0
0,0.072912327,75,0,36.0,,3,0,0,0,
0,0.039192495,46,0,828.0,,4,0,1,0,0.0
0,0.802258841,44,0,0.252771137,4600.0,4,2,1,0,2.0
0,0.041857583,62,0,0.538867562,2083.0,13,0,1,0,0.0
0,0.794734297,73,1,0.215875371,4043.0,10,0,0,0,0.0
0,0.011090506,86,0,9.0,,3,0,0,0,0.0
0,0.879125141,40,1,4799.0,,13,0,3,0,3.0
0,0.046235523,46,1,0.395694236,7338.0,10,0,2,0,0.0
0,0.040566471,49,0,0.377181829,8650.0,16,0,1,0,2.0
0,0.441651193,28,0,0.043192488,2129.0,1,0,0,0,0.0
0,0.050736854,59,0,0.50238046,4830.0,19,0,1,0,1.0
0,0.9999999,47,0,512.0,1.0,3,0,2,0,0.0
